DENOMINAZIONE,COMUNE,PROVINCIA,TELEFONO,EMAIL,AREA,SERVIZI,ATTIVITA,TIPOLOGIE PERSONE SVANTAGGIATE,WGS84_Y,WGS84_X,location
CENTRO SERVIZI PRIMULA COOPERATIVA SOCIALE - ONLUS,Gallarate,VA,03311860660,,,,"Manutenzione stabili, Sgomberi locali",Detenuti,45.64932604,8.79331653,"(45.64932604, 8.79331653)"
ASSISTENZA OGGI MULTISERVIZI SOCIETA' COOPERATIVA SOCIALE PER AZIONI,Milano,MI,022043669,direzione@assistenzaoggi.it,"Anziani, Disabili/Handicappati","Assistenza Domiciliare infermieristica, Istituto di Riabilitazione Geriatrico, Istituto di Riabilitazione per Handicap",,,45.47606777,9.20658655,"(45.47606777, 9.20658655)"
COMUNITA' IL NUCLEO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Chiari,BS,0307101128,nucleo@spidernet.it,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio, Psichiatria, Stranieri","Asilo Nido, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione, Informagiovani - Spazio giovani, Mediazione culturale e/o linguistica",,,45.53369785,9.94925602,"(45.53369785, 9.94925602)"
AGAPE - SOCIETA' COOPERATIVA SOCIALE IN SIGLA AGAPE S.C.S.,Treviglio,BG,036346480,centrofamiglia@tin.it,"Educativa, Famiglia, Minori","Altro, Consultorio Famigliare",,,45.53149381,9.59007872,"(45.53149381, 9.59007872)"
ROSA DEI VENTI SOCIETA' COOPERATIVA SOCIALE,Milano,MI,02959595,,"Anziani, Disabili/Handicappati, Educativa",Residenza Sanitaria assistenziale per anziani,,,45.45870047,9.1877735,"(45.45870047, 9.1877735)"
COOPERATIVA SOCIALE SOLIDARIETA' SILVABELLA O.N.L.U.S.,Mortara,PV,0384294070,silvabella@libero.it,,,"Altro, Consegna pasti, Gestione mense, Pulizia ambienti, Spazzamento e pulizia strade","Disabili, Pazienti psichiatrici",45.25048322,8.73227137,"(45.25048322, 8.73227137)"
LA NUVOLA - SOCIETA' COOPERATIVA SOCIALE - IMPRESA SOCIALE ONLUS,Orzinuovi,BS,0309941844,info@lanuvola.net,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Psichiatria","Asilo Nido, Assistenza Domiciliare integrata Disabili, Assistenza domiciliare minori, Assistenza domiciliare pazienti psichiatrici, Assistenza scolastica ""ad personam"", Centro Diurno per disabili, Centro Ricreativo diurno minori, Centro di Riabilitazione Psichiatrico, Comunità socio sanitaria per disabili, Consultorio Famigliare, Informagiovani - Spazio giovani, Progettazione servizi sperimentali, Riabilitazione specialistica ambulatoriale",,,45.41059444,9.91887319,"(45.41059444, 9.91887319)"
IL PONTE - SOCIETA' COOPERATIVA SOCIALE ONLUS,Sermide,MN,0376961399,coopilponte@tin.it,"Disabili/Handicappati, Educativa, Emarginazione Sociale, Famiglia","Altro, Assistenza scolastica ""ad personam"", Centro Diurno per disabili, Centro socio educativo",,,44.99819432,11.29590582,"(44.99819432, 11.29590582)"
L'INTRECCIO SOCIETA' COOPERATIVA SOCIALE ONLUS,Gussago,BS,0301774901,raffaella.pintossi@solcobrescia.it,"Anziani, Disabili/Handicappati, Famiglia",Assistenza Domiciliare integrata Anziani,,,45.61650983,10.1506687,"(45.61650983, 10.1506687)"
INTESA SOCIALE - SOCIETA' COOPERATIVA SOCIALE,Como,CO,0313373535,capiaghiluigi@tiscali.it,"Minori, Stranieri","Alloggi protetti, Comunità di prima accoglienza",,,45.81106265,9.08894151,"(45.81106265, 9.08894151)"
KOINE' COOPERATIVA SOCIALE - O.N.L.U.S.,Milano,MI,0242292265,info@koinecoopsociale.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio","Altro, Animazione culturale  e territoriale, Asilo Nido, Assistenza Domiciliare integrata Disabili, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Educatori di Strada, Formazione - Consulenza - Progettazione, Nidi aziendali",,,45.462078,9.22144344,"(45.462078, 9.22144344)"
IDEANDO SOCIETA' COOPERATIVA SOCIALE - O.N.L.U.S.,Milano,MI,0293569933,coopideando@tiscali.it,"Educativa, Famiglia, Minori",Istituti Educativi Assistenziali per minori,,,45.47846264,9.16809905,"(45.47846264, 9.16809905)"
SOCIETA' COOPERATIVA SOCIALE IL MELOGRANO,Soresina,CR,0374341683,melograno.soresina@libero.it,,,"Gestione isola ecologica, Manutenzione verde, Pulizia ambienti, Spazzamento e pulizia strade, Volantinaggio",Disabili,45.28731767,9.8563979,"(45.28731767, 9.8563979)"
CENTRO TERAPIA DELL'ADOLESCENZA SOC. COOP. SOCIALE A R.L. ONLUS,Milano,MI,02295111150,amministrazione@centrocta.it,"Disagio Giovanile, Famiglia, Minori, Prevenzione del disagio","Altro, Centro di Ascolto - Segretariato",,,45.45736645,9.1638809,"(45.45736645, 9.1638809)"
SOCIALE360 - COOPERATIVA SOCIALE,Como,CO,393202650706,,,,"Consegna pasti, Facchinaggio e traslochi, Sgomberi locali, Trasporto merci, Trasporto persone, Volantinaggio",,45.80999297,9.08968523,"(45.80999297, 9.08968523)"
L'ALBERO DELLA VITA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Milano,MI,0266984524,SIMONA@MONTANARIPUGLISI.IT,"Educativa, Minori",Asilo Nido,,,45.49634662,9.20438011,"(45.49634662, 9.20438011)"
LO SPECCHIO - SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,Milano,MI,0270121221,coop.lospecchio@libero.it,,,"Altro, Assembl. meccanici, Assemblaggio elett., Cartotecnica e imball., Confezionamenti vari",Disabili,45.4585973,9.24014117,"(45.4585973, 9.24014117)"
A & I - SOCIETA' COOPERATIVA SOCIALE ONLUS,Milano,MI,0239400911,amministrazione@aei.coop,"Alcooldipendenza, Detenuti, Disabili/Handicappati, Disagio Giovanile, Emarginazione Sociale, Malati AIDS, Prevenzione del disagio, Psichiatria, Stranieri, Tossicodipendenza","Formazione - Consulenza - Progettazione, Servizio inserimenti lavorativi",,,45.45868186,9.15978955,"(45.45868186, 9.15978955)"
LA CASA DEL PANE 1921 SOCIETA' COOPERATIVA SOCIALE,Milano,MI,025796831,,,,Altro,Disabili,45.4592021,9.20073839,"(45.4592021, 9.20073839)"
WE CARE COOPERATIVA SOCIALE - O.N.L.U.S.,Milano,MI,0273957873,presidenza@wecare.it,"Disabili/Handicappati, Emarginazione Sociale, Minori","Altro, Animazione, Assistenza domiciliare minori, Assistenza scolastica ""ad personam""",,,45.46299304,9.17400329,"(45.46299304, 9.17400329)"
C.S.M. COOPERATIVA SOCIALE MONZESE ONLUS - SOCIETA' COOPERATIVA,Como,CO,0396180011,info@data-control.eu,"Anziani, Disabili/Handicappati, Minori, Stranieri",Altro,,,45.80501943,9.0849847,"(45.80501943, 9.0849847)"
SO.LA.RE.S. SOLIDARIETA' - LAVORO - REINSERIMENTO SOCIALE - SOCIETA' COOPERATIVA SOCIALE,Bormio,SO,0342910736,solares@cooperativasocialesolares.191.it,,,"Legatoria, Manutenzione verde, Pulizia ambienti, Tipografia e stampa",Disabili,46.46708001,10.37600399,"(46.46708001, 10.37600399)"
MACO SOCIETA' COOPERATIVA SOCIALE,Varese,VA,0332-1692400,,,,"Altro, Manutenzione stabili, Pulizia ambienti",Disabili,,,
COOPERATIVA SOCIALE DI CULTURA POPOLARE DON LORENZO MILANI,Milano,MI,3358186851,daniele.checchi@gmail.com,"Disagio Giovanile, Educativa, Stranieri","Assistenza scolastica ""ad personam"", Mediazione culturale e/o linguistica, Servizi di formazione all'autonomia",,,45.48473022,9.16849007,"(45.48473022, 9.16849007)"
BETHLEM - SOCIETA' COOPERATIVA SOCIALE ONLUS,Milano,MI,02 66 93 497,l.redaelli@bethlem.it,"Anziani, Emarginazione Sociale, Famiglia","Altro, Assistenza Domiciliare integrata Anziani",,,45.48832193,9.20353703,"(45.48832193, 9.20353703)"
FARSI PROSSIMO ONLUS SOCIETA' COOPERATIVA SOCIALE,Milano,MI,0233000945,info@farsiprossimo.it,"Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Altro, Animazione, Animazione culturale  e territoriale, Asilo Nido, Assistenza domiciliare minori, Attività Extra scolastiche a minori, Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Centro di Ascolto - Segretariato, Comunità Accoglienza residenziale, Comunità di prima accoglienza, Comunità per minori, Educatori di Strada, Formazione - Consulenza - Progettazione, Mediazione culturale e/o linguistica, Servizi per immigrati",,,45.46246046,9.19648241,"(45.46246046, 9.19648241)"
INTEGRA - COOPERATIVA SOCIALE - ONLUS,Varese,VA,3273304818,,"Educativa, Emarginazione Sociale, Minori, Stranieri",Mediazione culturale e/o linguistica,,,45.82614449,8.80964074,"(45.82614449, 8.80964074)"
PROGETTO INTEGRAZIONE COOPERATIVA SOCIALE - ONLUS,Milano,MI,0266986000,coop.progint@tiscali.it,"Educativa, Famiglia, Minori, Stranieri","Mediazione culturale e/o linguistica, Servizi per immigrati, Servizio inserimenti lavorativi",,,45.49392654,9.20312887,"(45.49392654, 9.20312887)"
COOPERATIVA SOCIALE CANTIERE VERDE,Cene,BG,035729322,info@cantiereverede.it,,,"Agricola, Manutenzione verde, Orto-floro-vivaismo","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.78112403,9.8248389,"(45.78112403, 9.8248389)"
ABC DOMICILIARE SOCIETA' COOPERATIVA SOCIALE,Merate,LC,039599373,merate@privatassistenza.it,"Anziani, Disabili/Handicappati","Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili",,,45.69530245,9.42607915,"(45.69530245, 9.42607915)"
COOPERATIVA DI SOLIDARIETA' IL SEME COOPERATIVA SOCIALE,Como,CO,031525382,ilseme@ilseme.info,,,"Manutenzione verde, Orto-floro-vivaismo, Pulizia ambienti, Servizi di informat., Tinteggiatura","Disabili, Tossicodipendenti, Alcooldipendenti",45.791312,9.07428679,"(45.791312, 9.07428679)"
PROMOS SOCIETA' COOPERATIVA SOCIALE SPORTIVA DILETTANTISTICA DI SCIENZE MOTORIE A R.L. - ONLUS,Lumezzane,BS,0308925259,studiozc@zc200.191.it,"Anziani, Disabili/Handicappati, Educativa, Minori, Psichiatria",Animazione,,,45.65353638,10.27469166,"(45.65353638, 10.27469166)"
PROGETTO GABBIANO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Pontevico,BS,0309930282,info@ilgabbiano.it,"Anziani, Educativa, Minori","Asilo Nido, Assistenza scolastica ""ad personam"", Residenza Sanitaria assistenziale per anziani",,,45.27030709,10.08823779,"(45.27030709, 10.08823779)"
COOPERATIVA SOCIALE ALFA - SOCIETA' COOPERATIVA,Lomazzo,CO,02 96343728,alfa.cooperativa@tiscali.it,,,"Gestione isola ecologica, Manutenzione verde, Pulizia ambienti, Raccolta differenz.","Disabili, Minori, Pazienti psichiatrici",45.6733551,9.03971376,"(45.6733551, 9.03971376)"
ARENADA COOPERATIVA SOCIALE - ONLUS,Gallarate,VA,03311783250,marina_melograno@virgilio.it,"Educativa, Famiglia, Minori",Altro,,,45.66587335,8.81312889,"(45.66587335, 8.81312889)"
COOPERATIVA SOCIALE SAN MARTINO A R.L.,Gallarate,VA,0331770032,info@consorziounison.it,Anziani,Residenza Sanitaria assistenziale per anziani,,,45.66181032,8.79201994,"(45.66181032, 8.79201994)"
CERCHI D'ACQUA COOPERATIVA SOCIALE A R.L. CONTRO LA VIOLENZA ALLEDONNE - CONTRO LA VIOLENZA IN FAMIGLIA - ONLUS,Milano,MI,0258430117,info@cerchidacqua.org,Altro,"Altro, Centro di Ascolto - Segretariato, Formazione - Consulenza - Progettazione",,,45.44991726,9.20337799,"(45.44991726, 9.20337799)"
BLU ASSISTENZA SOCIETA' COOPERATIVA SOCIALE,Uboldo,VA,3351665736,,"Anziani, Disabili/Handicappati",Assistenza Domiciliare integrata Anziani,,,45.60739537,8.99552185,"(45.60739537, 8.99552185)"
C.P.E. COOPERATIVA PER LA PROMOZIONE DELL'EDUCAZIONE SOCIETA' COOPERATIVA SOCIALE,Calcinate,BG,035842404,segreteria@latracciabg.it,"Disabili/Handicappati, Educativa, Minori, Prevenzione del disagio","Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Formazione del personale, Istituti scolastici primo e secondo grado",,,45.62169773,9.80309879,"(45.62169773, 9.80309879)"
I FIORI BLU COOPERATIVA SOCIALE - ONLUS,Gallarate,VA,3281414131,,"Alcooldipendenza, Anziani, Detenuti, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Malati AIDS, Minori, Prevenzione del disagio, Psichiatria, Stranieri, Tossicodipendenza",Animazione,,,45.6646104,8.7791942,"(45.6646104, 8.7791942)"
ARETE' COOPERATIVA SOCIALE,Torre Boldone,BG,035341355,direzione@aretecoop.it,Psichiatria,"Altro, Servizio inserimenti lavorativi",,,45.71205745,9.71008755,"(45.71205745, 9.71008755)"
SAN LUIGI ONLUS SOCIETA' COOPERATIVA SOCIALE,Tradate,VA,3494763232,a.aresi@studioaresi.com,"Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Animazione culturale  e territoriale, Attività Extra scolastiche a minori, Centro socio educativo",,,45.70780079,8.90647273,"(45.70780079, 8.90647273)"
CARPE DIEM - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Carpenedolo,BS,3497588587,info@carpediem.coop,,,Confezionamenti vari,"Detenuti, Disabili, Pazienti psichiatrici",45.37041266,10.43332134,"(45.37041266, 10.43332134)"
COOPERATIVA SOCIALE FABULA - O.N.L.U.S,Milano,MI,3475100036,massimo.festa@fabulaonlus.it,"Disabili/Handicappati, Educativa, Famiglia, Minori, Psichiatria","Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Casa Vacanza",,,45.44080999,9.14876679,"(45.44080999, 9.14876679)"
A.M.I.C.I. - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Concesio,BS,0302754193,AMICIA01@amicionlus.191.it,,,Assembl. meccanici,"Detenuti, Disabili, Tossicodipendenti, Alcooldipendenti",45.59889012,10.22032468,"(45.59889012, 10.22032468)"
ADOMICILIO SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,Milano,MI,0267382929,info@coopadomicilio.it,"Anziani, Disabili/Handicappati","Assistenza Domiciliare infermieristica, Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili, Istituto di Riabilitazione Geriatrico, Prestazioni odontoiatriche, Riabilitazione specialistica ambulatoriale",,,45.48036694,9.2000756,"(45.48036694, 9.2000756)"
LA FIABA SOCIETA' COOPERATIVA SOCIALE ONLUS IN LIQUIDAZIONE,Padenghe sul Garda,BS,030225017,giovannimazzi@tele2.it,Minori,Centro socio educativo,,,45.50710643,10.51565129,"(45.50710643, 10.51565129)"
GRUPPO FRATERNITA' - CONSORZIO DI COOPERATIVE SOCIALI SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE,Ospitaletto,BS,0306841611,gruppo@fraternita.it,,,,,45.54867459,10.08863091,"(45.54867459, 10.08863091)"
SOTTOSOPRA SOCIETA' COOPERATIVA SOCIALE ONLUS,Ponte Nossa,BG,034628088,sottosopra.coop@hotmail.it,"Disabili/Handicappati, Educativa, Famiglia, Minori","Altro, Animazione, Asilo Nido, Assistenza Domiciliare integrata Disabili, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Diurno per disabili, Centro Ricreativo diurno minori, Centro socio educativo",,,45.86370551,9.8788324,"(45.86370551, 9.8788324)"
VALDIDENTRO SOCIETA' COOPERATIVA SOCIALE,Valdidentro,SO,0342985331,,,,"Altro, Manutenzione verde, Volantinaggio",Disabili,46.48905784,10.29562205,"(46.48905784, 10.29562205)"
FRATERNITA' RISORSE - IMPRESA SOCIALE - SOCIETA' COOPERATIVA SOCIALE ONLUS IN LIQUIDAZIONE,Ospitaletto,BS,0308370002,info.risorse@fraternita.it,,,Altro,Disabili,45.54867459,10.08863091,"(45.54867459, 10.08863091)"
MARTINENGO SOCIETA' COOPERATIVA SOCIALE,Milano,MI,0257303632,martinengoscarl@tiscali.it,"Altro, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Altro, Assistenza Domiciliare infermieristica, Assistenza Domiciliare integrata Disabili, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro di Aggregazione Giovanile, Trasporto persone in situazione di bisogno",,,45.44096968,9.22578786,"(45.44096968, 9.22578786)"
SOCIETA' COOPERATIVA SOCIALE LIBERI MURATORI,Lodi Vecchio,LO,0371774110,,,,"Altro, Manutenzione stabili, Manutenzione verde, Servizi cimiteriali",Disabili,45.3119657,9.4125982,"(45.3119657, 9.4125982)"
KOINE' COOPERATIVA SOCIALE A.R.L.,Almè,BG,035636079,amministrazione.koine@virgilio.it,,,"Assembl. meccanici, Pulizia ambienti",Disabili,45.74026843,9.60763623,"(45.74026843, 9.60763623)"
COOPERATIVA LAVORATORI DI VARESE SOCIETA' COOPERATIVA SOCIALE BREVEMENTE DETTA C.L.V. SOCIETA' COOPERATIVA SOCIALE,Varese,VA,0332202920,,,,"Altro, Manutenzione stabili","Detenuti, Disabili",45.82148041,8.83330922,"(45.82148041, 8.83330922)"
LA NUOVA CORDATA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Iseo,BS,0309822124,cooplanuovacordata@virgilio.it,Disabili/Handicappati,"Centro socio educativo, Servizi di formazione all'autonomia",,,45.65585246,10.04212565,"(45.65585246, 10.04212565)"
COOPERATIVA LAVORO E SOLIDARIETA' - COMUNITA' ALLOGGIO - SOCIETA' COOPERATIVA SOCIALE O CON DENOMINAZIONE ABBREVIATA CLS CA CS,Saronno,VA,029623278,,Disabili/Handicappati,Comunità Alloggio per adulti,,,45.63636094,9.04049645,"(45.63636094, 9.04049645)"
LOGOS SOCIETA' COOPERATIVA SOCIALE,Gallarate,VA,0331770032,info@consorziounison.it,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Minori","Altro, Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Scuola materna",,,45.66181032,8.79201994,"(45.66181032, 8.79201994)"
VOLANDO SERVICE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Monticello Brianza,LC,0399275575,,,,Altro,Pazienti psichiatrici,45.7205481,9.31720926,"(45.7205481, 9.31720926)"
CIVITAS SOCIO - ASSISTENZIALE COOP. SOCIALE - ONLUS,Mortara,PV,0371210771,,"Disabili/Handicappati, Disagio Giovanile, Educativa, Minori",Formazione del personale,,,45.25302145,8.73955813,"(45.25302145, 8.73955813)"
COMIS - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Breno,BS,036422476,info@coop-comis.it,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Minori","Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza scolastica ""ad personam"", Centro Diurno integrato per anziani, Residenza Sanitaria assistenziale per anziani",,,45.95493572,10.30463994,"(45.95493572, 10.30463994)"
SOLIDARIETA' SOCIETA' COOPERATIVA SOCIALE - ONLUS,Borgoforte,MN,0376641011,info@rsavillaazzurra.it,Anziani,"Assistenza Domiciliare infermieristica, Assistenza Domiciliare integrata Anziani, Residenza Sanitaria assistenziale per anziani",,,45.07099455,10.76100018,"(45.07099455, 10.76100018)"
CITTA' DEL SOLE COOPERATIVA SOCIALE,Milano,MI,0279394977,coopsocialecds@aclimilano.com,"Anziani, Emarginazione Sociale, Prevenzione del disagio, Psichiatria","Assistenza Domiciliare integrata Anziani, Assistenza domiciliare pazienti psichiatrici",,,45.46180826,9.19655043,"(45.46180826, 9.19655043)"
CO.GE.S.S. COOPERATIVA SOCIALE PER LA PROMOZIONE E GESTIONE DI SERVIZI SOCIALI SOC. COOP. A R.L. CON SIGLA COOPERATIVA SOCIALE CO.GE.S.S. S.C.R.L.,Milano,MI,0227206583,coopteam@cogess.it,"Altro, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio","Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro di formazione per disabili, Trasporto persone in situazione di bisogno",,,45.50662535,9.23857464,"(45.50662535, 9.23857464)"
L'ARCOBALENO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Montichiari,BS,0309658920,tovini.kolbe@virgilio.it,Educativa,Istituti scolastici primo e secondo grado,,,45.40841569,10.39122972,"(45.40841569, 10.39122972)"
TRIGONO NUOVA REALTA' RIABILITATIVA SOCIETA' COOPERATIVA SOCIALE,Milano,MI,3496634150,trigonocoopsoc@tiscali.it,Disabili/Handicappati,Istituto di Riabilitazione Geriatrico,,,45.51389166,9.1912568,"(45.51389166, 9.1912568)"
VALTENESI SALUTE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Gavardo,BS,0365651696,salrob1@alice.it,"Anziani, Disabili/Handicappati",Residenza Sanitaria assistenziale per anziani,,,45.586812,10.43781865,"(45.586812, 10.43781865)"
SERGIO LANA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Ghedi,BS,0309031095,cseghedi@libero.it,Disabili/Handicappati,"Centro Diurno per disabili, Centro socio educativo",,,45.40271725,10.27726975,"(45.40271725, 10.27726975)"
IL MAGGIOLINO COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA - ONLUS VALIDAMENTE IDENTIFICATA IN SIGLA COME IL MAGGIOLINO S.C.S. OPPURE IL MAGGIOLINO S.C.S.R.L.,Campospinoso,PV,0385277783,coccoedrilli@virgilio.it,"Educativa, Famiglia, Minori",Altro,,,45.10303213,9.24185803,"(45.10303213, 9.24185803)"
CASA DEL FANCIULLO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Darfo Boario Terme,BS,0364538961,casadelfanciullo@inwind.it,"Famiglia, Minori, Prevenzione del disagio","Altro, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro di Aggregazione Giovanile, Comunità per minori, Formazione - Consulenza - Progettazione",,,45.87887405,10.18608513,"(45.87887405, 10.18608513)"
